,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Prices,Area,toFace,type,certificate,width,length,floors,Latitude,Longitude,Street,Ward,District,distance_to_beach,distance_to_center,distance_to_airport
3213,3213,3213,3213,3213,3213,2.9,51.0,Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,12.0,3,16.0524731,108.1804256, Tôn Đản,Hòa An,cẩm lệ,7.312627738543276,3.433781014033331,2.436994835762726
3214,3214,3214,3214,3214,3214,5.3,95.0,Đông Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,7.0,14.0,3,16.0454541,108.2183326, Tiểu La,Hòa Cường Bắc,hải châu,3.7946500027329617,1.727962675696051,2.122527554680222
3215,3215,3215,3215,3215,3215,3.9,58.0,Đông,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,16.0,3,16.071571,108.2093029, Hải Phòng,Tân Chính,thanh khê,4.158460823571589,1.3409808363383553,1.7399107862228058
3216,3216,3216,3216,3216,3216,2.5,40.0,Tây Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,15.0,3,16.0733481,108.2012508, Nguyễn Tất Thành,Xuân Hà,thanh khê,5.041395778943349,1.8784448337505908,1.7914186397184926
3217,3217,3217,3217,3217,3217,3.85,40.0,Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,10.0,3,16.0537776,108.2114123, Lê Đình Lý,Bình Thuận,hải châu,4.057518265174459,0.6520439566945204,1.010402545171745
3218,3218,3218,3218,3218,3218,3.63,50.0,Đông,Nhà trong hẻm,Giấy tờ hợp lệ,3.0,12.0,3,16.0443388,108.2192308, Lê Vĩnh Huy,Hòa Cường Bắc,hải châu,3.7886460346281225,1.8804640363279608,2.27446502063428
3219,3219,3219,3219,3219,3219,3.35,50.0,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,10.0,2,16.0562861,108.217152, Hoàng Diệu,Bình Thuận,hải châu,3.388998407675905,0.6982315253644558,1.5535481531126378
3220,3220,3220,3220,3220,3220,4.2,55.0,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,12.0,2,16.0613126,108.1905719, Hà Huy Tập,Hòa Khê,thanh khê,6.109392732361489,2.2618638249502485,1.3710939417820018
3221,3221,3221,3221,3221,3221,6.3,8.0,Đông,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,18.0,3,16.0564544,108.246868, Nguyễn Văn Thoại,Mỹ An,ngũ hành sơn,0.9363337754551556,3.786052256169158,4.730612171155757
3222,3222,3222,3222,3222,3222,2.35,55.0,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,12.0,2,16.0751042,108.2073603, Trần Cao Vân,Tam Thuận,thanh khê,4.446100836465397,1.7687584978483872,2.042094465794425
3223,3223,3223,3223,3223,3223,3.85,50.0,Đông Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,13.0,3,16.0658173,108.1872478, Điện Biên Phủ,Thanh Khê Đông,thanh khê,6.452976379361591,2.6974720682087043,1.904517943882136
3224,3224,3224,3224,3224,3224,2.73,45.0,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,12.0,3,16.071571,108.2093029, Hải Phòng,Tân Chính,thanh khê,4.158460823571589,1.3409808363383553,1.7399107862228058
3225,3225,3225,3225,3225,3225,2.75,70.0,Tây Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,14.0,2,16.0510268,108.1823087, Trường Chinh,Hòa An,cẩm lệ,7.147479304313033,3.2811260720675524,2.2834600620956644
3226,3226,3226,3226,3226,3226,1.05,5.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,6.0,2,16.0660304,108.182963, Trần Cao Vân,Thanh Khê Đông,thanh khê,6.911780426380437,3.148430426905482,2.322831028240368
3227,3227,3227,3227,3227,3227,2.73,45.0,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,17.0,3,16.071571,108.2093029, Hải Phòng,Tân Chính,thanh khê,4.158460823571589,1.3409808363383553,1.7399107862228058
3228,3228,3228,3228,3228,3228,1.35,90.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,18.0,1,16.0594948,108.1680987, Tô Hiệu,Hòa Minh,liên chiểu,8.522179351130807,4.6592503019044695,3.707325096028703
3229,3229,3229,3229,3229,3229,1.35,17.0,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,6.0,35.0,1,16.0922737,108.1068745, Hòa Liên 5,Xã Hòa Liên,hòa vang,15.353081537729928,11.77590679815588,10.958699253420995
3230,3230,3230,3230,3230,3230,2.65,90.0,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,18.0,2,16.0709446,108.1464717, Âu Cơ,Hòa Khánh Bắc,liên chiểu,10.835777800061962,7.083975029430302,6.201652915895666
3231,3231,3231,3231,3231,3231,7.9,107.0,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,23.0,3,16.0564544,108.246868, Nguyễn Văn Thoại,Mỹ An,ngũ hành sơn,0.9363337754551556,3.786052256169158,4.730612171155757
3232,3232,3232,3232,3232,3232,5.2,60.0,Tây,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,15.0,3,16.0604416,108.2143597, Nguyễn Văn Linh,Nam Dương,hải châu,3.585205517567424,0.3032417888365714,1.3011967447707928
3233,3233,3233,3233,3233,3233,3.8,81.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,17.0,2,16.0613126,108.1905719, Hà Huy Tập,Hòa Khê,thanh khê,6.109392732361489,2.2618638249502485,1.3710939417820018
3234,3234,3234,3234,3234,3234,4.5,11.0,Tây Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,23.0,2,16.0562861,108.217152, Hoàng Diệu,Bình Thuận,hải châu,3.388998407675905,0.6982315253644558,1.5535481531126378
3235,3235,3235,3235,3235,3235,4.15,50.0,Tây Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,15.0,3,16.071199,108.1942499, Trần Cao Vân,Xuân Hà,thanh khê,5.745435558074659,2.256507318189041,1.7901503075441918
3236,3236,3236,3236,3236,3236,3.35,50.0,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,15.0,3,16.0550085,108.1845513, Nguyễn Phước Nguyên,An Khê,thanh khê,6.82898435422885,2.944230597155801,1.9536412266262269
3237,3237,3237,3237,3237,3237,4.35,57.0,Đông Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,15.0,3,16.0753408,108.21245, Ông Ích Khiêm,Tam Thuận,thanh khê,3.929476988799527,1.736742838917101,2.262347323101181
3238,3238,3238,3238,3238,3238,4.29,107.0,Đông Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,24.0,3,16.0501697,108.1563422, Đà Sơn,Hòa Khánh Nam,liên chiểu,9.894438173941934,6.00990737619366,5.017826501023984
3239,3239,3239,3239,3239,3239,3.65,75.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,15.0,3,16.0550085,108.1845513, Nguyễn Phước Nguyên,An Khê,thanh khê,6.82898435422885,2.944230597155801,1.9536412266262269
3240,3240,3240,3240,3240,3240,2.95,96.0,Tây Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,18.0,2,16.073116,108.1475313, Đồng Kè,Hòa Khánh Bắc,liên chiểu,10.74025537079955,7.01935899336063,6.156078703266977
3241,3241,3241,3241,3241,3241,2.99,48.0,Tây,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,12.0,1,16.0604416,108.2143597, Nguyễn Văn Linh,Nam Dương,hải châu,3.585205517567424,0.3032417888365714,1.3011967447707928
3242,3242,3242,3242,3242,3242,2.45,78.0,Đông Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,17.0,2,16.0613126,108.1905719, Hà Huy Tập,Hòa Khê,thanh khê,6.109392732361489,2.2618638249502485,1.3710939417820018
3243,3243,3243,3243,3243,3243,2.35,67.0,Đông Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,15.0,2,16.041122,108.184901, Trường Chinh,Hòa Phát,cẩm lệ,7.201188503435208,3.5211905308176226,2.6049738435175485
3244,3244,3244,3244,3244,3244,2.05,147.0,Đông Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,25.0,1,16.0117393,108.1982179, Nguyễn Nhàn,Hòa Thọ Đông,cẩm lệ,7.903302811120536,5.494613663834648,5.055019746732804
3245,3245,3245,3245,3245,3245,2.29,45.0,Đông,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,13.0,3,16.0562861,108.217152, Hoàng Diệu,Bình Thuận,hải châu,3.388998407675905,0.6982315253644558,1.5535481531126378
3246,3246,3246,3246,3246,3246,4.29,101.0,Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,22.0,3,16.0613126,108.1905719, Hà Huy Tập,Hòa Khê,thanh khê,6.109392732361489,2.2618638249502485,1.3710939417820018
3247,3247,3247,3247,3247,3247,3.18,6.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,14.0,2,16.0594948,108.1680987, Tô Hiệu,Hòa Minh,liên chiểu,8.522179351130807,4.6592503019044695,3.707325096028703
3248,3248,3248,3248,3248,3248,5.99,115.0,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,25.0,4,16.0839273,108.2377245, Ngô Quyền,An Hải Bắc,sơn trà,2.354314761298158,3.872506849491163,4.775745477802017
3249,3249,3249,3249,3249,3249,4.3,50.0,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,10.0,2,16.0517453,108.2414829, Trần Khánh Dư,Mỹ An,ngũ hành sơn,1.5928399810472624,3.311256531517312,4.197586556315211
3250,3250,3250,3250,3250,3250,2.75,50.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,15.0,3,16.0689286,108.2108766, Lê Duẩn,Vĩnh Trung,thanh khê,3.949226110391552,1.0282813083420916,1.5657080193177213
3251,3251,3251,3251,3251,3251,2.98,41.0,Đông,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,12.0,3,16.0644488,108.2137368, Bàu Hạc 1,Vĩnh Trung,thanh khê,3.6181924050064,0.5748047288450173,1.4296074597796515
3252,3252,3252,3252,3252,3252,3.3,50.0,Tây Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,10.0,3,16.0606335,108.2093442, Phan Thanh,Thạc Gián,thanh khê,4.114958404858942,0.2681464382618427,0.8084728356482012
3253,3253,3253,3253,3253,3253,2.85,81.0,Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,17.0,1,16.0665681,108.2142189, Ông Ích Khiêm,Vĩnh Trung,thanh khê,3.571089618154141,0.8120627994072729,1.6121357825535547
3254,3254,3254,3254,3254,3254,3.45,60.0,Đông Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,14.0,3,16.0805665,108.1556845, Trần Đình Tri,Hòa Minh,liên chiểu,9.980964538111506,6.41844779857066,5.6520064139921145
3255,3255,3255,3255,3255,3255,5.0,55.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,14.0,3,16.0681033,108.2131442, Đào Duy Từ,Vĩnh Trung,thanh khê,3.6983688804142303,0.9474306429643004,1.6456937339167628
3256,3256,3256,3256,3256,3256,2.58,6.0,Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,15.0,2,16.0658173,108.1872478, Điện Biên Phủ,Thanh Khê Đông,thanh khê,6.452976379361591,2.6974720682087043,1.904517943882136
3257,3257,3257,3257,3257,3257,3.85,60.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,15.0,3,16.059592,108.1752817, Tôn Đức Thắng,Hòa Minh,liên chiểu,7.754842579758688,3.89061976293456,2.9419032130342884
3258,3258,3258,3258,3258,3258,2.35,85.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,16.0,1,16.059592,108.1752817, Tôn Đức Thắng,Hòa Minh,liên chiểu,7.754842579758688,3.89061976293456,2.9419032130342884
3259,3259,3259,3259,3259,3259,3.55,51.0,Đông Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,15.0,3,16.0613126,108.1905719, Hà Huy Tập,Hòa Khê,thanh khê,6.109392732361489,2.2618638249502485,1.3710939417820018
3260,3260,3260,3260,3260,3260,2.2,50.0,Đông Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,12.0,2,16.0524731,108.1804256, Tôn Đản,Hòa An,cẩm lệ,7.312627738543276,3.433781014033331,2.436994835762726
3261,3261,3261,3261,3261,3261,2.1,86.0,Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,18.0,1,16.0594948,108.1680987, Tô Hiệu,Hòa Minh,liên chiểu,8.522179351130807,4.6592503019044695,3.707325096028703
3262,3262,3262,3262,3262,3262,2.85,96.0,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,18.0,2,16.0396364,108.1823111, Tôn Đản,Hòa Phát,cẩm lệ,7.519423617351306,3.842319294702445,2.920448375269768
3263,3263,3263,3263,3263,3263,4.75,7.0,Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,17.0,3,16.0590007,108.2212969, Trưng Nữ Vương,Bình Hiên,hải châu,2.8835853412580748,1.0357537402623729,2.003376921739127
3264,3264,3264,3264,3264,3264,4.2,50.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,13.0,3,16.0679058,108.2104343, Hoàng Hoa Thám,Vĩnh Trung,thanh khê,3.985191935149926,0.9209414423796412,1.4456743838233252
3265,3265,3265,3265,3265,3265,2.95,67.0,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,15.0,3,16.0651121,108.2111701, Hùng Vương,Vĩnh Trung,thanh khê,3.892570365243455,0.6047946017099922,1.2614865291769353
3266,3266,3266,3266,3266,3266,2.0,33.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,9.0,3,16.0577595,108.2145929, Hoàng Diệu,Bình Hiên,hải châu,3.6135254608335794,0.3797662624762123,1.27769621653997
3267,3267,3267,3267,3267,3267,3.4,63.0,Đông Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,15.0,1,16.0564671,108.2069692, Nguyễn Tri Phương,Thạc Gián,thanh khê,4.440998607727465,0.6125855706854985,0.4679490658522472
3268,3268,3268,3268,3268,3268,2.2,81.0,Nam,Nhà trong hẻm,Giấy tờ hợp lệ,6.6,17.0,1,16.0009093,108.2384392, Bình Kỳ,Hòa Quý,ngũ hành sơn,7.1468613834423085,7.106303810874213,7.313175393330508
3269,3269,3269,3269,3269,3269,2.4,117.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,23.0,1,16.0841797,108.1424879, Bùi Chát,Hòa Khánh Bắc,liên chiểu,11.44180733764273,7.880771320133175,7.096484945921155
3270,3270,3270,3270,3270,3270,3.53,50.0,Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,10.0,3,16.0443388,108.2192308, Lê Vĩnh Huy,Hòa Cường Bắc,hải châu,3.7886460346281225,1.8804640363279608,2.27446502063428
3271,3271,3271,3271,3271,3271,2.1,76.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,17.0,1,16.0594948,108.1680987, Tô Hiệu,Hòa Minh,liên chiểu,8.522179351130807,4.6592503019044695,3.707325096028703
3272,3272,3272,3272,3272,3272,4.6,75.0,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,15.0,1,16.0858863,108.2331976, Bùi Lâm,Nại Hiên Đông,sơn trà,2.784954202821748,3.70653569713398,4.553771101236032
3273,3273,3273,3273,3273,3273,2.25,91.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,13.0,1,16.1004212,108.2514917, Nguyễn Phan Vinh,Thọ Quang,sơn trà,3.9544144653725706,6.206314054786153,7.081503752858206
3274,3274,3274,3274,3274,3274,3.3,67.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,17.0,2,16.0658149,108.2389006, Nguyễn Công Trứ,An Hải Đông,sơn trà,0.9309766536152076,2.995052110385181,3.992244118741639
3275,3275,3275,3275,3275,3275,4.3,56.0,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,14.0,2,16.0644931,108.2310416, An Mỹ,An Hải Tây,sơn trà,1.766797307128528,2.143448615922598,3.1412406515426
3276,3276,3276,3276,3276,3276,2.5,104.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,25.0,1,16.0935949,108.2440473, Ngô Quyền,Thọ Quang,sơn trà,3.198464522934567,5.110604122891855,5.984028580290678
3277,3277,3277,3277,3277,3277,3.7,78.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,20.0,2,16.0597301,108.2380867, Lê Hữu Trác,An Hải Đông,sơn trà,1.1623612636964813,2.8296940641110613,3.800378224485008
3278,3278,3278,3278,3278,3278,4.4,56.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,14.0,2,16.0581073,108.2392177, Nguyễn Thiện Kế,An Hải Đông,sơn trà,1.1653404922831343,2.955752545307113,3.912468692739328
3279,3279,3279,3279,3279,3279,20.0,113.0,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,22.0,5,16.0736251,108.2423236, Loseby,An Hải Bắc,sơn trà,1.1166345625421434,3.6281979565856615,4.615533207431649
3280,3280,3280,3280,3280,3280,9.0,17.0,Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,10.0,18.0,1,16.0604012,108.2170183, Hoàng Diệu,Nam Dương,hải châu,3.304327533355402,0.5810390622936686,1.5756969397271998
3281,3281,3281,3281,3281,3281,3.9,41.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,3.9,10.33,3,16.0421575,108.2174963, Lê Thanh Nghị,Hòa Cường Bắc,hải châu,4.082812514447704,2.036224213688871,2.3012870060921142
3282,3282,3282,3282,3282,3282,5.1,89.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,18.0,2,16.069642,108.193494, Xuân Đán 2,Xuân Hà,thanh khê,5.80761911938982,2.2336777925254654,1.689195475717388
3283,3283,3283,3283,3283,3283,45.0,56.0,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,16.0,16.0,3,16.0523611,108.2448585, Lê Quang Đạo,Mỹ An,ngũ hành sơn,1.4160249772396312,3.645106966700943,4.546749938999725
3284,3284,3284,3284,3284,3284,11.9,100.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,3,16.0207856,108.2272606, Nguyễn Phước Lan,Hòa Xuân,cẩm lệ,5.341673664710747,4.615702569218547,4.814624393614543
3285,3285,3285,3285,3285,3285,22.0,190.0,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,10.0,19.0,2,16.0591325,108.2110994, Đào Duy Anh,Thạc Gián,thanh khê,3.951816402576453,0.0827608459283739,0.9270153585287289
3286,3286,3286,3286,3286,3286,3.0,56.0,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,12.444444444444445,2,16.0858863,108.2331976, Bùi Lâm,An Hải Bắc,sơn trà,2.784954202821748,3.70653569713398,4.553771101236032
3287,3287,3287,3287,3287,3287,10.9,88.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,19.69,5,16.0722537,108.2373694, Lê Ninh,An Hải Bắc,sơn trà,1.3602315925323916,3.085211526009496,4.069073101715186
3288,3288,3288,3288,3288,3288,3.85,83.0,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,16.6,3,16.0593184,108.1705345, Nguyễn Đỗ Cung,Hòa Minh,liên chiểu,8.263643518703434,4.398744837927914,3.4459644585107867
3289,3289,3289,3289,3289,3289,21.0,144.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,9.0,16.0,3,16.0427332,108.2428481, Bà Huyện Thanh Quan,Mỹ An,ngũ hành sơn,2.50293418993956,3.829086990259891,4.588877644417808
3290,3290,3290,3290,3290,3290,5.6,81.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,18.0,3,16.0632203,108.1914377, Thân Nhân Trung,Hòa Khê,thanh khê,6.00672540640615,2.197349833853718,1.3728070388510571
3291,3291,3291,3291,3291,3291,2.95,70.0,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,14.0,1,16.0213078,108.2115639, Trương Quang Giao,Khuê Trung,cẩm lệ,6.171528804000226,4.244668049210876,4.086230578096328
3292,3292,3292,3292,3292,3292,3.55,5.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,1.25,1,16.0799195,108.2312225, An Hải Bắc 8,An Hải Bắc,sơn trà,2.411934632768166,3.068009051292402,3.955694656434213
3293,3293,3293,3293,3293,3293,4.7,85.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,17.0,3,16.0941609,108.2307191, Lê Cảnh Tuân,Nại Hiên Đông,sơn trà,3.7059296862349647,4.328675447880873,5.07172769609242
3294,3294,3294,3294,3294,3294,3.9,147.0,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,29.0,1,16.0684601,108.1463677, Đoàn Phú Tứ,Hòa Khánh Bắc,liên chiểu,10.833445619181028,7.051802710949354,6.151033265896071
3295,3295,3295,3295,3295,3295,7.0,90.0,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,20.0,3,16.0312252,108.216254, Hồ Nguyên Trừng,Hòa Cường Nam,hải châu,5.009252561322011,3.1856777128528413,3.2229556567970405
3296,3296,3296,3296,3296,3296,5.2,80.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,16.0,3,16.0720792,108.1719708, Phú Lộc 16,Hòa Minh,liên chiểu,8.125702410516006,4.4614883721886045,3.673070925835365
3297,3297,3297,3297,3297,3297,3.4,67.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.6,14.56521739130435,2,16.0658149,108.2389006, Nguyễn Công Trứ,An Hải Đông,sơn trà,0.9309766536152076,2.995052110385181,3.992244118741639
3298,3298,3298,3298,3298,3298,2.95,7.0,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,1.5555555555555556,1,16.0817601,108.1598305, Nguyễn Huy Tự,Hòa Minh,liên chiểu,9.569284446778983,6.058836861959099,5.327466769002662
3299,3299,3299,3299,3299,3299,7.95,108.0,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,24.0,3,16.0393279,108.2162431, Hàn Thuyên,Hòa Cường Bắc,hải châu,4.3844469949604274,2.30380748853976,2.4556008752805387
3300,3300,3300,3300,3300,3300,4.2,66.0,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,13.2,1,16.0870822,108.2448297, Trương Quyền,Mân Thái,sơn trà,2.472928294347856,4.670522853746197,5.592373320254724
3301,3301,3301,3301,3301,3301,3.5,7.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,1.75,2,16.0931073,108.2313408, Bùi Huy Bích,Nại Hiên Đông,sơn trà,3.5717094723619054,4.258745575022117,5.018617923691564
3302,3302,3302,3302,3302,3302,4.7,110.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,22.0,2,16.0593184,108.1705345, Nguyễn Đỗ Cung,Hòa Minh,liên chiểu,8.263643518703434,4.398744837927914,3.4459644585107867
3303,3303,3303,3303,3303,3303,8.2,90.0,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,20.0,2,16.0415125,108.2168663, Ỷ Lan Nguyên Phi,Hòa Cường Bắc,hải châu,4.179916992431663,2.085174410270329,2.308567931315352
3304,3304,3304,3304,3304,3304,5.8,8.0,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,1.6,1,16.0377578,108.2135768, Lê Đại,Hòa Cường Bắc,hải châu,4.71482239773031,2.433147099025563,2.4495703297924827
3305,3305,3305,3305,3305,3305,6.0,75.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,15.0,2,16.0753885,108.2405825, Trần Thanh Mại,An Hải Bắc,sơn trà,1.3802865231515462,3.551928548907985,4.528059934009785
3306,3306,3306,3306,3306,3306,4.75,86.0,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,10.0,8.6,1,16.015823,108.2080917, Nguyễn Văn Bổng,Khuê Trung,cẩm lệ,6.878271988629468,4.866452668995239,4.617326731904732
3307,3307,3307,3307,3307,3307,13.3,130.0,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,26.0,3,16.0370813,108.2089625, Phan Đăng Lưu,Khuê Trung,cẩm lệ,5.149603894154175,2.5155707381203776,2.32790560798626
3308,3308,3308,3308,3308,3308,4.69,75.0,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,16.666666666666668,3,16.033764,108.2131623, Chu Mạnh Trinh,Khuê Trung,cẩm lệ,5.04018331209715,2.8708848259674213,2.8279857644585062
3309,3309,3309,3309,3309,3309,6.75,105.0,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,21.0,3,16.0538863,108.1862255, Cần Giuộc,An Khê,thanh khê,6.67376980041713,2.793822314727858,1.7973530701355391
3310,3310,3310,3310,3310,3310,5.5,100.0,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,22.22222222222222,2,16.05857,108.174944, Hòa An 8,Hòa An,cẩm lệ,7.800219682934606,3.928627773421389,2.9700608127021915
3311,3311,3311,3311,3311,3311,5.9,113.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,22.6,1,16.0524731,108.1804256, Tôn Đản,Hòa An,cẩm lệ,7.312627738543276,3.433781014033331,2.436994835762726
3312,3312,3312,3312,3312,3312,7.5,100.0,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,3,16.0411936,108.2423236, Nguyễn Bá Lân,Mỹ An,ngũ hành sơn,2.681188725243478,3.867530293974993,4.599303491205073
3313,3313,3313,3313,3313,3313,4.9,100.0,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,3,16.0009105,108.2130994, Văn Tiến Dũng,Hòa Xuân,cẩm lệ,7.982278306406917,6.503671979037734,6.3301303601758665
3314,3314,3314,3314,3314,3314,6.8,95.0,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,5.9,16.101694915254235,1,16.0838221,108.2179834, Ngô Chi Lan,Thuận Phước,hải châu,3.794157106284308,2.7578996723372,3.369530482676468
3315,3315,3315,3315,3315,3315,3.6,85.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,17.0,1,16.0347723,108.2437771, Mỹ Đa Tây 10,Khuê Mỹ,ngũ hành sơn,3.357166841218652,4.406084594858873,5.052068177198778
3316,3316,3316,3316,3316,3316,4.45,51.0,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.3,11.86046511627907,1,16.0484714,108.2406022, An Thượng 18,Mỹ An,ngũ hành sơn,1.963053599086896,3.3373555285958,4.173249433381312
3317,3317,3317,3317,3317,3317,6.15,100.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,2,16.027134,108.2438914, Mạc Cửu,Khuê Mỹ,ngũ hành sơn,4.1963560808327935,4.986936543760274,5.526763810250153
3318,3318,3318,3318,3318,3318,4.99,61.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,12.2,1,16.0475714,108.2408626, Tôn Thất Thiệp,Mỹ An,ngũ hành sơn,2.045667273186712,3.40119461739246,4.2244276178148725
